City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,port alberni,49.2413,-124.8028,45.12,64,39,1.07,CA,1707262628
297,hollidaysburg,40.4273,-78.3889,37.47,55,0,0.0,US,1707262353
298,ar ruways,24.1103,52.7306,64.33,53,29,14.2,AE,1707262629
299,arkhangel'sk,64.5401,40.5433,-12.87,75,20,0.0,RU,1707262629
300,dhidhdhoo,6.8833,73.1,81.34,72,79,8.1,MV,1707262630
301,rio preto da eva,-2.6994,-59.6997,82.49,68,84,2.59,BR,1707262630
302,benguela,-12.5763,13.4055,80.2,78,94,0.49,AO,1707262630
303,bikenibeu village,1.3673,173.1241,87.76,74,75,5.75,KI,1707262631
304,retreat,38.8245,-85.8533,41.95,65,62,3.0,US,1707262631
305,island harbour,50.724,-1.2758,53.31,93,100,14.0,GB,1707262632
306,myitkyina,25.3833,97.4,54.95,99,35,2.13,MM,1707262633
307,nova sintra,14.8667,-24.7167,70.11,71,0,9.66,CV,1707262633
308,bukama,-9.2,25.85,68.2,97,100,3.44,CD,1707262633
309,lensk,60.7253,114.9278,10.69,95,100,5.86,RU,1707262633
310,malvan,16.0667,73.4667,77.0,63,0,11.03,IN,1707262634
311,umm qasr,30.0405,47.9168,53.47,49,6,9.75,IQ,1707262634
312,kailua-kona,19.6406,-155.9956,78.76,77,75,6.91,US,1707262609
313,quellon,-43.1167,-73.6167,54.52,91,77,15.3,CL,1707262342
314,leava,-14.3,-178.1667,81.81,81,84,7.94,WF,1707262635
315,manado,1.487,124.8455,79.57,89,20,2.3,ID,1707262635
316,ust'-ilimsk,58.0006,102.6619,13.44,97,98,5.01,RU,1707262605
317,vernon,50.2581,-119.2691,36.75,93,100,0.0,CA,1707262443
318,tahe,52.3333,124.7333,9.59,94,100,3.89,CN,1707262636
319,mushabani,22.5167,86.45,65.59,81,0,2.77,IN,1707262637
320,markha,62.1053,129.7269,-36.44,67,100,2.24,RU,1707262637
321,raja,8.4596,25.678,70.41,18,54,5.93,SS,1707262637
322,kristinestad,62.2743,21.376,-2.85,100,86,4.92,FI,1707262638
323,luderitz,-26.6481,15.1594,66.09,82,68,12.53,NA,1707262638
324,papao,-17.75,-149.55,83.88,90,95,18.1,PF,1707262638
325,amparafaravola,-17.5833,48.2167,68.99,99,100,1.19,MG,1707262639
326,igarka,67.4667,86.5833,6.31,95,100,9.64,RU,1707262639
327,saint-leu,-21.15,55.2833,76.03,75,39,3.44,RE,1707262639
328,revda,56.801,59.9303,26.06,95,100,11.16,RU,1707262640
329,uacu cungo,-11.3634,15.1208,64.29,99,100,2.84,AO,1707262640
330,cockburn town,21.4612,-71.1419,76.96,65,40,19.57,TC,1707262513
331,katsuren-haebaru,26.3369,127.8719,65.17,80,100,5.75,JP,1707262641
332,greenville,35.6127,-77.3663,41.14,61,0,13.8,US,1707262596
333,chegdomyn,51.1167,133.0167,-16.38,99,99,0.56,RU,1707262641
334,rodolfo sanchez taboada,31.7167,-116.5667,57.09,78,88,7.0,MX,1707262642
335,panaba,21.2833,-88.2667,67.84,67,82,9.24,MX,1707262642
336,grand falls-windsor,48.9332,-55.6649,27.5,91,100,16.82,CA,1707262642
337,isiro,2.7739,27.616,70.34,49,41,3.04,CD,1707262643
338,barika,35.389,5.3658,50.81,38,81,4.43,DZ,1707262643
339,geraldton,-28.7667,114.6,81.01,21,0,19.57,AU,1707262643
340,walvis bay,-22.9575,14.5053,67.15,88,66,0.0,NA,1707262644
341,mananjary,-21.2167,48.3333,75.31,94,99,7.7,MG,1707262644
342,ephraim,39.3597,-111.5863,47.8,51,91,7.27,US,1707262645
343,alta,69.9689,23.2717,7.86,85,75,4.61,NO,1707262645
344,tocopilla,-22.092,-70.1979,75.31,75,3,2.53,CL,1707262645
345,welkom,-27.9864,26.7066,70.63,17,0,6.22,ZA,1707262646
346,mil'kovo,55.6078,37.7956,22.51,100,91,3.49,RU,1707262646
347,ostashkov,57.1467,33.1075,-3.26,100,98,3.13,RU,1707262647
348,puerto aysen,-45.4,-72.7,50.45,98,100,8.9,CL,1707262647
349,fukuecho,32.6881,128.8419,44.96,70,75,8.05,JP,1707262648
350,suva,-18.1416,178.4415,83.68,70,75,10.36,FJ,1707262648
351,maksatikha,57.797,35.8825,-3.6,100,91,3.27,RU,1707262648
352,bluefields,12.0137,-83.7635,78.87,69,20,4.61,NI,1707262649
353,santa rosa,14.3122,121.1114,80.08,78,37,6.93,PH,1707262649
354,ulsteinvik,62.3432,5.8487,24.08,75,100,3.0,NO,1707262649
355,brisas de zicatela,15.8369,-97.0419,81.12,69,75,3.44,MX,1707262650
356,kolwezi,-10.7148,25.4667,60.15,93,90,1.83,CD,1707262589
357,sydney,-33.8679,151.2073,73.47,70,75,23.02,AU,1707262546
358,karystos,38.0133,24.4161,60.42,83,14,1.01,GR,1707262650
359,caleta de carquin,-11.0925,-77.6267,77.54,77,20,9.46,PE,1707262651
360,kourou,5.1552,-52.6478,77.05,92,73,8.75,GF,1707262651
361,dudinka,69.4058,86.1778,-3.32,87,100,8.01,RU,1707262651
362,la carolina,38.2756,-3.6153,44.01,93,37,2.48,ES,1707262652
363,mar del plata,-38.0023,-57.5575,74.08,89,0,18.99,AR,1707262652
364,thief river falls,48.1191,-96.1812,34.75,93,100,4.61,US,1707262652
365,itoman,26.1247,127.6694,65.17,74,75,3.44,JP,1707262653
366,faya-largeau,17.9257,19.1043,62.71,26,95,20.89,TD,1707262653
367,villamontes,-21.25,-63.5,72.61,91,100,6.85,BO,1707262653
368,ragana,57.1803,24.7144,26.37,87,100,10.92,LV,1707262654
369,mahina,-17.5065,-149.489,83.97,79,75,9.22,PF,1707262428
370,sovetskiy,61.3614,63.5842,15.89,97,100,5.01,RU,1707262655
371,fortuna,40.5982,-124.1573,51.66,85,100,12.66,US,1707262655
372,dakhla,23.6848,-15.958,69.06,46,100,10.76,EH,1707262655
373,tual,-5.6667,132.75,82.9,76,96,18.28,ID,1707262656
374,tongliao,43.6125,122.2653,2.57,84,15,5.95,CN,1707262656
375,muynoq,43.7683,59.0214,34.18,71,80,22.3,UZ,1707262401
376,potsdam,52.3989,13.0657,52.09,86,100,22.77,DE,1707262656
377,ilhabela,-23.7781,-45.3581,76.71,91,100,4.5,BR,1707262657
378,masterton,-40.9597,175.6575,75.09,20,7,7.0,NZ,1707262657
379,bratsk,56.1325,101.6142,7.29,99,83,2.8,RU,1707262657
380,ilebo,-4.3167,20.5833,71.04,94,50,1.45,CD,1707262658
381,moose jaw,50.4001,-105.5344,28.65,93,59,10.36,CA,1707262658
382,auki,-8.7676,160.7034,81.66,86,98,11.34,SB,1707262611
383,timbiqui,2.7717,-77.6654,77.68,88,85,1.52,CO,1707262659
384,khamis mushait,18.3064,42.7292,58.24,77,40,11.5,SA,1707262659
385,cooper's town,26.8667,-77.5167,66.76,89,56,45.48,BS,1707262660
386,vanimo,-2.6741,141.3028,79.02,92,100,13.29,PG,1707262660
387,outjo,-20.1167,16.15,70.09,74,99,4.74,NA,1707262660
388,robore,-18.3333,-59.75,74.32,87,71,1.3,BO,1707262661
389,castillos,-34.1667,-53.8333,69.8,75,0,13.22,UY,1707262661
390,coquimbo,-29.9533,-71.3436,69.53,77,0,10.36,CL,1707262662
391,rongelap,11.1635,166.8941,80.04,81,98,13.62,MH,1707262662
392,businga,3.3333,20.8833,73.44,41,43,1.05,CD,1707262662
393,guenange,49.2995,6.2075,50.18,90,100,19.24,FR,1707262663
394,stara zagora,42.4328,25.6419,49.03,54,80,2.37,BG,1707262663
395,kingaroy,-26.5333,151.8333,83.08,54,9,10.85,AU,1707262664
396,maintirano,-18.0667,44.0167,81.37,81,100,7.09,MG,1707262664
397,natal,-5.795,-35.2094,82.62,83,20,6.91,BR,1707262413
398,cruzeiro do sul,-29.5128,-51.9853,75.33,83,100,4.68,BR,1707262664
399,uturoa,-16.7333,-151.4333,82.31,89,100,30.11,PF,1707262665
400,salvador,13.8333,-88.9167,84.6,28,0,4.27,SV,1707262610
401,kandla,23.0333,70.2167,69.71,72,76,7.9,IN,1707262665
402,salinopolis,-0.6136,-47.3561,80.73,84,56,10.96,BR,1707262666
403,la'ie,21.6477,-157.9253,80.56,68,13,22.39,US,1707262666
404,tselinnoye,53.0833,85.6667,6.6,99,75,4.03,RU,1707262666
405,lilongwe,-13.9669,33.7873,65.95,96,100,2.68,MW,1707262667
406,lodja,-3.4833,23.4333,69.82,90,73,1.43,CD,1707262667
407,kibre mengist,5.8833,38.9833,56.77,55,3,3.04,ET,1707262667
408,hualahuises,24.8847,-99.6733,68.74,34,3,7.07,MX,1707262667
409,atar,20.5169,-13.0499,70.34,9,38,9.86,MR,1707262668
410,sinabang,2.4803,96.3801,80.11,80,76,2.39,ID,1707262572
411,mejit,10.2753,170.8646,80.58,79,91,17.54,MH,1707262668
412,ejirin,6.6142,3.9002,74.08,66,74,0.85,NG,1707262669
413,isangel,-19.55,169.2667,84.31,79,100,5.75,VU,1707262669
414,mukalla,14.5425,49.1242,72.93,82,19,4.56,YE,1707262670
415,egilsstadir,65.2653,-14.3948,21.11,93,100,2.3,IS,1707262670
416,flin flon,54.7682,-101.865,8.44,78,100,5.75,CA,1707262670
417,kununurra,-15.7667,128.7333,80.58,94,75,3.44,AU,1707262671
418,gadzhiyevo,69.2551,33.3362,1.89,96,98,8.93,RU,1707262671
419,dem'yanovo,60.3511,47.0842,-15.86,100,88,5.06,RU,1707262671
420,karratha,-20.7377,116.8463,83.5,61,62,1.01,AU,1707262671
421,piti village,13.4626,144.6933,81.48,73,20,10.36,GU,1707262614
422,domna,51.8971,113.1573,-15.97,75,24,2.24,RU,1707262672
423,barcarena,-1.5058,-48.6258,77.05,90,40,6.2,BR,1707262672
424,yorosso,12.3536,-4.7761,74.7,14,70,10.67,ML,1707262673
425,swakopmund,-22.6833,14.5333,67.05,91,72,5.64,NA,1707262673
426,abnub,27.2696,31.1511,53.82,56,0,5.57,EG,1707262673
427,bousse,12.6606,-1.8922,71.58,15,88,10.87,BF,1707262674
428,akureyri,65.6835,-18.0878,24.73,93,75,5.75,IS,1707262674
429,touros,-5.1989,-35.4608,81.41,78,100,12.66,BR,1707262492
430,macau,22.2006,113.5461,62.33,94,75,10.36,MO,1707262675
431,fuerte olimpo,-21.0415,-57.8738,80.11,73,99,8.39,PY,1707262675
432,puerto lempira,15.2667,-83.7667,82.54,74,20,11.5,HN,1707262676
433,dhenkanal,20.6667,85.6,69.24,92,0,3.09,IN,1707262676
434,murun-kuren,49.6342,100.1625,-7.24,96,98,1.88,MN,1707262615
435,burutu,5.3509,5.5076,78.69,85,59,3.65,NG,1707262676
436,kargopol',61.5071,38.9456,-22.32,100,96,1.95,RU,1707262677
437,kotli,33.5167,73.9167,41.99,54,15,5.82,PK,1707262677
438,wurtulla,-26.7568,153.1256,84.06,92,31,1.99,AU,1707262677
439,chernyshevskiy,63.0128,112.4714,-28.23,100,88,3.06,RU,1707262678
440,latakia,35.5148,35.7768,62.8,75,5,13.98,SY,1707262678
441,kone,-21.0595,164.8658,81.14,80,100,5.86,NC,1707262678
442,harstad,68.799,16.5293,25.16,94,93,8.99,NO,1707262679
443,itamaraca,-7.7478,-34.8256,84.25,78,82,8.75,BR,1707262679
444,lorengau,-2.0226,147.2712,81.25,84,100,13.87,PG,1707262680
445,bereznik,62.8551,42.7072,-14.82,100,97,0.67,RU,1707262680
446,manokwari,-0.8667,134.0833,78.66,82,100,7.72,ID,1707262680
447,trang,7.5,99.5,73.35,100,20,0.0,TH,1707262681
448,puerto baquerizo moreno,-0.9,-89.6,78.73,82,41,11.36,EC,1707262681
449,renfrew,55.872,-4.3925,37.15,88,100,1.14,GB,1707262681
450,betio village,1.358,172.9211,87.84,78,96,13.44,KI,1707262681
451,mariehamn,60.0973,19.9348,23.83,74,100,8.05,AX,1707262682
452,belyy yar,53.6039,91.3903,-7.71,92,79,0.0,RU,1707262682
453,luanda,-8.8368,13.2343,80.6,89,75,6.91,AO,1707262682
454,korce,40.6186,20.7808,40.84,85,24,5.86,AL,1707262453
455,pointe-noire,-4.7761,11.8635,78.87,94,20,3.44,CG,1707262683
456,uspenskoye,44.8311,41.3927,45.57,79,100,22.79,RU,1707262684
457,urcos,-13.6861,-71.6228,58.89,83,94,6.04,PE,1707262684
458,sangkhla buri,15.1555,98.4536,61.05,50,8,1.59,TH,1707262684
459,nantwich,53.0688,-2.5205,41.56,92,100,5.3,GB,1707262685
460,paoua,7.2427,16.4406,70.92,24,51,5.28,CF,1707262685
461,porto velho,-8.7619,-63.9039,84.25,79,75,3.44,BR,1707262596
462,khanty-mansiysk,61.0042,69.0019,32.11,100,75,7.0,RU,1707262686
463,ingeniero jacobacci,-41.3427,-69.5448,68.02,55,99,21.3,AR,1707262686
464,lashkar gah,31.5938,64.3716,46.42,35,52,9.6,AF,1707262686
465,odienne,9.51,-7.5692,77.76,17,4,3.18,CI,1707262687
466,gisborne,-38.6533,178.0042,76.96,62,6,6.02,NZ,1707262687
467,nuevo ideal,24.8875,-105.0728,72.48,8,54,16.37,MX,1707262687
468,kristiansund,63.1115,7.732,18.25,86,50,3.44,NO,1707262687
469,giddalur,15.35,78.9167,68.29,80,0,1.14,IN,1707262688
470,maralal,1.0968,36.698,61.45,61,59,4.5,KE,1707262688
471,worgl,47.4833,12.0667,36.54,82,19,1.81,AT,1707262688
472,crane,31.3974,-102.3501,61.12,40,97,18.68,US,1707262689
473,gunsan,35.9786,126.7114,31.89,74,100,0.0,KR,1707262689
474,ancud,-41.8697,-73.8203,60.62,90,99,19.66,CL,1707262689
475,mount gambier,-37.8333,140.7667,64.58,58,70,5.79,AU,1707262550
476,ta`u,-14.2336,-169.5144,82.85,83,100,29.91,AS,1707262690
477,scarborough,54.2797,-0.4044,42.66,77,100,5.01,GB,1707262441
478,kursenai,55.985,22.9189,28.65,98,100,9.64,LT,1707262691
479,fale old settlement,-9.3852,-171.2468,83.77,80,99,26.46,TK,1707262691
480,mankoeng,-23.9,29.8167,67.57,82,0,6.58,ZA,1707262691
481,murghob,38.1702,73.9667,-9.6,82,26,5.32,TJ,1707262692
482,andratx,39.5755,2.4202,51.96,74,100,7.16,ES,1707262692
483,parnu,58.3859,24.4971,24.89,74,100,11.5,EE,1707262692
484,borzya,50.3833,116.5167,-16.46,99,80,1.32,RU,1707262692
485,horsham,51.064,-0.3272,55.56,85,75,19.57,GB,1707262693
486,necochea,-38.5473,-58.7368,77.23,76,54,22.21,AR,1707262693
487,murovani kurylivtsi,48.7235,27.5189,43.66,77,100,12.26,UA,1707262693
488,vilyuysk,63.7553,121.6247,-20.99,100,99,1.01,RU,1707262694
489,sabzevar,36.2126,57.6819,39.09,64,7,1.7,IR,1707262694
490,lerwick,60.1545,-1.1494,33.8,66,97,18.86,GB,1707262694
491,revelstoke,50.9832,-118.2023,33.82,100,100,0.0,CA,1707262695
492,pacific grove,36.6177,-121.9166,57.88,73,20,11.5,US,1707262695
493,lewin brzeski,50.7487,17.6169,47.93,67,100,24.07,PL,1707262695
494,el granada,37.5027,-122.4694,59.9,65,0,12.66,US,1707262609
495,zaozersk,69.4005,32.4476,1.58,94,97,7.83,RU,1707262696
496,borogontsy,62.6683,131.1683,-31.38,100,100,1.86,RU,1707262696
497,mount isa,-20.7333,139.5,83.97,54,99,17.27,AU,1707262621
498,pionerskiy,54.9508,20.2275,44.82,87,100,35.28,RU,1707262697
499,igrim,63.1906,64.4162,11.26,96,100,7.25,RU,1707262697
500,kavalerovo,44.2661,135.0572,3.4,97,25,5.01,RU,1707262697
501,sarakhs,36.5449,61.1577,52.68,39,61,13.22,IR,1707262698
502,westport,41.1415,-73.3579,37.22,64,0,4.0,US,1707262470
503,remire-montjoly,4.9167,-52.2667,77.04,100,75,0.0,GF,1707262698
504,fenghua,29.6563,121.4064,35.49,93,75,6.71,CN,1707262699
505,mersing,2.4312,103.8405,78.71,89,20,6.91,MY,1707262699
506,bay city,43.5945,-83.8889,38.41,80,0,5.75,US,1707262699
507,soe,-9.8607,124.284,72.82,79,83,3.4,ID,1707262700
508,tangalle,6.024,80.7911,72.23,85,46,11.43,LK,1707262539
509,keflavik,64.0049,-22.5624,28.83,80,40,24.16,IS,1707262700
510,ha tinh,18.3333,105.9,71.85,93,86,1.52,VN,1707262701
511,safi,32.1667,-8.8333,54.52,56,0,7.34,MA,1707262676
512,songjianghe,42.1859,127.479,5.31,89,35,0.98,CN,1707262701
513,bodo,67.28,14.405,21.24,86,100,18.41,NO,1707262702
514,taishan,22.2514,112.7799,60.8,79,100,7.31,CN,1707262702
515,broken hill,-31.95,141.4333,70.54,31,70,17.45,AU,1707262702
516,mazatlan,23.2167,-106.4167,80.56,65,40,5.75,MX,1707262703
517,knyaze-volkonskoye,48.4642,135.4567,-8.72,100,87,3.67,RU,1707262703
518,mizan teferi,6.9833,35.5833,65.59,74,14,2.13,ET,1707262703
519,celestun,20.8667,-90.4,69.87,61,21,10.13,MX,1707262703
520,belmonte,-15.8631,-38.8828,78.8,85,68,6.15,BR,1707262704
521,dickinson,29.4608,-95.0513,71.69,42,0,3.44,US,1707262480
522,lisakovsk,52.5369,62.4936,32.74,97,100,18.63,KZ,1707262704
523,phang nga,8.4509,98.5298,77.04,91,8,3.06,TH,1707262705
524,bera,24.0833,89.6167,62.24,77,0,6.4,BD,1707262705
525,camayenne,9.535,-13.6878,80.69,83,0,6.91,GN,1707262423
526,brokopondo,4.75,-55.1667,76.82,89,100,9.57,SR,1707262706
527,hardegsen,51.65,9.8333,51.75,88,100,22.68,DE,1707262706
528,hinton,53.4001,-117.5857,29.48,82,91,3.04,CA,1707262707
529,nova vicosa,-17.8919,-39.3719,79.05,84,74,6.64,BR,1707262707
530,dazhong,33.1997,120.4578,33.3,76,100,6.85,CN,1707262707
531,baganga,7.5739,126.56,78.64,79,100,4.18,PH,1707262708
532,rey bouba,8.6724,14.1786,74.08,19,99,0.38,CM,1707262708
533,yemva,62.59,50.8594,-25.91,100,100,3.51,RU,1707262708
534,sao gabriel da cachoeira,-0.1303,-67.0892,75.56,98,97,2.04,BR,1707262709
535,bei'an,24.5399,109.533,40.73,88,100,5.95,CN,1707262709
536,howrah,22.5892,88.3103,68.0,94,75,8.05,IN,1707262709
537,tobol'sk,58.2,68.2667,26.6,91,100,10.0,RU,1707262710
538,mora,11.0461,14.1401,70.56,20,100,5.01,CM,1707262710
539,tonghua,41.7201,125.9219,0.48,91,26,2.08,CN,1707262710
540,ad dabbah,18.05,30.95,56.59,30,96,11.23,SD,1707262710
541,onega,63.9061,38.1404,-16.62,99,67,3.76,RU,1707262711
542,bhimunipatnam,17.8833,83.4333,71.11,83,0,4.5,IN,1707262711
543,yamada,39.4667,141.95,35.19,55,96,1.97,JP,1707262711
544,junin de los andes,-39.9504,-71.0694,62.29,83,98,5.91,AR,1707262546
545,zhicheng,30.2956,111.5047,27.77,94,78,3.04,CN,1707262712
546,hasaki,35.7333,140.8333,37.29,51,89,15.41,JP,1707262712
547,vesele,47.0148,34.915,42.04,84,100,9.53,UA,1707262713
548,constitucion,-35.3333,-72.4167,64.26,92,43,13.53,CL,1707262713
549,ujae,8.9322,165.7642,81.3,77,82,13.87,MH,1707262714
550,susuman,62.7833,148.1667,-28.01,99,99,3.0,RU,1707262593
551,sur,22.5667,59.5289,71.08,61,100,6.26,OM,1707262577
552,kalkaman,51.9525,76.0211,21.49,80,98,10.2,KZ,1707262715
553,neya,58.2972,43.8681,-13.79,99,30,5.17,RU,1707262715
554,megion,61.0296,76.1136,30.22,92,100,13.51,RU,1707262716
555,dubbo,-32.25,148.6167,73.53,56,75,23.02,AU,1707262716
556,antonio enes,-16.2325,39.9086,76.5,92,100,6.06,MZ,1707262717
557,ebon,4.582,168.6964,82.29,80,82,15.23,MH,1707262717
558,bonthe,7.5264,-12.505,79.59,89,0,5.48,SL,1707262717
559,idanre,7.1127,5.1159,72.36,28,85,1.12,NG,1707262717
560,taltal,-25.4,-70.4833,71.89,79,21,2.46,CL,1707262718
561,jianguang,28.1938,115.7836,34.11,99,100,3.0,CN,1707262718
562,udaipur,24.5712,73.6918,55.83,60,83,2.86,IN,1707262718
563,maymana,35.9214,64.7836,45.41,39,73,15.1,AF,1707262719
564,midvagur,62.0511,-7.1939,31.03,55,75,11.5,FO,1707262719
565,kavaratti,10.5669,72.642,81.68,76,7,6.62,IN,1707262719
566,tsiombe,-25.3,45.4833,72.03,92,56,4.85,MG,1707262720
567,pangobilian,8.8011,117.8594,80.4,80,26,9.37,PH,1707262720
568,jiagedaqi,50.4167,124.1167,1.54,88,88,4.03,CN,1707262720
569,barcelona,41.3888,2.159,54.32,81,20,1.14,ES,1707262117
570,kinablangan,7.6947,126.5503,77.88,80,100,3.53,PH,1707262721
571,grants pass,42.439,-123.3284,52.18,68,75,5.75,US,1707262405
572,ta'izz,13.5,44.0,64.04,87,88,3.13,YE,1707262722
573,tabou,4.423,-7.3528,81.23,81,4,7.9,CI,1707262584
574,ivdel',60.6911,60.4206,6.19,96,100,7.0,RU,1707262722
575,dunlop,-35.194,149.0198,66.7,60,20,1.99,AU,1707262723
576,cookeville,36.1628,-85.5016,54.41,63,0,3.44,US,1707262723
577,paracuru,-3.41,-39.0306,81.28,81,91,13.38,BR,1707262723
578,zeya,53.75,127.2667,-11.51,99,100,1.14,RU,1707262723
579,pak phanang,8.3511,100.202,73.42,85,8,2.33,TH,1707262724
580,chui,-33.6971,-53.4616,69.93,75,1,13.27,UY,1707262724
581,patong,7.8961,98.2966,77.14,80,52,7.16,TH,1707262724
582,sola,-13.8833,167.55,82.99,76,73,18.12,VU,1707262725
583,santa ana,33.7456,-117.8678,57.06,91,100,6.91,US,1707262725
584,tashtyp,52.7939,89.8983,-2.38,96,31,1.81,RU,1707262508
585,san julian,21.0167,-102.1667,71.83,13,0,5.23,MX,1707262726
586,nha trang,12.25,109.1833,75.2,88,87,4.74,VN,1707262726
587,huicungo,-7.2833,-76.8,79.59,71,53,1.19,PE,1707262726
588,dawesville,30.9224,-84.0091,57.61,41,0,5.75,US,1707262726
589,cootamundra,-34.65,148.0333,71.94,48,26,14.88,AU,1707262727
590,nemuro,43.3236,145.575,19.38,66,62,4.65,JP,1707262727
591,ammi moussa,35.8678,1.1114,53.31,62,0,4.81,DZ,1707262727
592,akrehamn,59.2667,5.1833,34.05,64,81,28.77,NO,1707262728
593,diok'nisi,41.6293,42.3917,36.82,99,100,9.13,GE,1707262728
